rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status(D-Self Made)(U-Inherited/Unearned),gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
1645,1900,Diversified,Zhang Hongwei,68,China,Beijing,"Oil, banking",Diversified,China,,TRUE,D,M,12/26/1954 0:00,Zhang,Hongwei,,4/4/2023 5:01,,,1954,12,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,3,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology",1,1,0,0,1
1646,1900,Manufacturing,Anita Zucker,71,United States,Charleston,Chemicals,Manufacturing,United States,,FALSE,U,F,1/19/1952 0:00,Zucker,Anita,,4/4/2023 5:01,South Carolina,South,1952,1,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,3,"Bachelor of Arts/Science, University of Florida; Master of Arts, University of North Florida",1,1,0,0,0
1647,1800,Technology,Cameron Adams,43,Australia,Sydney,Software,Technology,Australia,,TRUE,D,M,12/26/1979 0:00,Adams,Cameron,,4/4/2023 5:01,,,1979,12,26,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Married,,"Bachelor of Law, University of Melbourne",1,0,0,0,1
1648,1800,Fashion & Retail,Will Adderley,51,United Kingdom,,Home furnishings,Fashion & Retail,United Kingdom,,FALSE,Split Family Fortune,M,3/4/1972 0:00,Adderley,Will,,4/4/2023 5:01,,,1972,3,4,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,,,,,,,,0
1649,1800,Diversified,Faisal Bin Qassim Al Thani,75,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,,TRUE,D,M,1/1/1948 0:00,Al Thani,Faisal Bin Qassim,,4/4/2023 5:01,,,1948,1,1,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,14.7,11.3,2832067,25.354826,51.183884,Married,10,,,,,,1
1650,1800,Sports,Leslie Alexander,79,United States,Houston,Sports team,Sports,United States,,TRUE,E,M,6/30/1943 0:00,Alexander,Leslie,,4/4/2023 5:01,Texas,South,1943,6,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,1,"Bachelor of Arts/Science, New York University; Doctor of Jurisprudence, Western State University College of Law",1,0,0,0,1
1651,1800,Real Estate,Masaaki Arai,57,Japan,Tokyo,Home sales,Real Estate,Japan,,TRUE,D,M,10/29/1965 0:00,Arai,Masaaki,,4/4/2023 5:01,,,1965,10,29,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,,,,,,,,1
1652,1800,Fashion & Retail,Sabrina Benetton,49,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,,FALSE,U,F,10/4/1973 0:00,Benetton,Sabrina,,4/4/2023 5:01,,,1973,10,4,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Married,3,,,,,,0
1653,1800,Technology,Sanjeev Bikhchandani,59,India,Delhi,Internet,Technology,India,,TRUE,D,M,6/29/1963 0:00,Bikhchandani,Sanjeev,,4/4/2023 5:01,,,1963,6,29,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Master of Business Administration, Indian Institute of Management, Ahmedabad; Bachelor of Arts/Economics, St Stephen's College (India)",1,1,0,0,1
1654,1800,Finance & Investments,O. Francis Biondi,58,United States,New York,Hedge funds,Finance & Investments,United States,,TRUE,E,M,7/4/1964 0:00,Biondi,O. Francis,,4/4/2023 5:01,New York,Northeast,1964,7,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Yale University",1,1,0,0,1
1655,1800,Energy,Alejandro Bulgheroni,78,Uruguay,Manantiales,Oil & gas,Energy,Argentina,,FALSE,D,M,11/1/1944 0:00,Bulgheroni,Alejandro,,4/4/2023 5:01,,,1944,11,1,202.92,7.9,"$56,045,912,952 ",63.1,108.5,77.8,20.1,41.8,3461734,-32.522779,-55.765835,Married,7,,,,,,0
1656,1800,Food & Beverage,R.G. Chandramogan,74,India,Chennai,Dairy,Food & Beverage,India,,TRUE,D,M,3/1/1949 0:00,Chandramogan,R.G.,,4/4/2023 5:01,,,1949,3,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,,,,,,1
1657,1800,Diversified,Binod Chaudhary,67,Nepal,Kathmandu,Diversified,Diversified,Nepal,,FALSE,U,M,4/14/1955 0:00,Chaudhary,Binod,,4/4/2023 5:01,,,1955,4,14,188.73,5.6,"$30,641,380,604 ",12.4,142.1,70.5,20.7,41.8,28608710,28.394857,84.124008,Married,3,,,,,,0
1658,1800,Technology,Parker Conrad,42,United States,San Francisco,Software,Technology,United States,,TRUE,N,M,4/13/1980 0:00,Conrad,Parker,,4/4/2023 5:01,California,West,1980,4,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, Harvard University",1,0,0,0,1
1659,1800,Technology,Tim Cook,62,United States,Cupertino,Apple,Technology,United States,Apple,TRUE,D,M,11/1/1960 0:00,Cook,Tim,CEO,4/4/2023 5:01,California,West,1960,11,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,"Master of Business Administration, Fuqua School of Business",0,1,0,0,1
1660,1800,Finance & Investments,Mark Coombs,62,United Kingdom,London,Finance,Finance & Investments,United Kingdom,,TRUE,E,M,1/1/1961 0:00,Coombs,Mark,,4/4/2023 5:01,,,1961,1,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,,,,,,,,1
1661,1800,Media & Entertainment,John de Mol,68,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,,TRUE,E,M,3/24/1955 0:00,de Mol,John,,4/4/2023 5:01,,,1955,3,24,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,Single,1,,,,,,1
1662,1800,Construction & Engineering,D. Leopoldo Del Pino,60,Spain,Madrid,Construction,Construction & Engineering,Spain,,FALSE,D,M,7/30/1962 0:00,Del Pino,D. Leopoldo,,4/4/2023 5:01,,,1962,7,30,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,,,"Master of Business Administration, INSEAD; Bachelor of Engineering, Polytechnic University of Madrid",1,1,0,0,0
1663,1800,Technology,Diao Zhizhong,59,China,Beijing,Software,Technology,China,,TRUE,U,M,11/6/1963 0:00,Diao,Zhizhong,,4/4/2023 5:01,,,1963,11,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1664,1800,Healthcare,Robert Duggan,78,United States,Clearwater,Pharmaceuticals,Healthcare,United States,,TRUE,D,M,4/28/1944 0:00,Duggan,Robert,,4/4/2023 5:01,Florida,South,1944,4,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,8,"Drop Out, University of California, Los Angeles; Drop Out, University of California, Santa Barbara",0,0,0,1,1
1665,1800,Sports,James France,78,United States,Daytona Beach,"Nascar, racing",Sports,United States,,FALSE,E,M,10/24/1944 0:00,France,James,,4/4/2023 5:01,Florida,South,1944,10,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Florida Southern College",1,0,0,0,0
1666,1800,Healthcare,Phillip Frost,86,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,,TRUE,D,M,11/11/1936 0:00,Frost,Phillip,,4/4/2023 5:01,Florida,South,1936,11,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, University of Pennsylvania; Medical Doctor, Yeshiva U Albert Einstein College of Medicine",1,0,0,0,1
1667,1800,Finance & Investments,Jayme Garfinkel & family,77,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,,FALSE,U,M,11/30/1945 0:00,Garfinkel,Jayme,,4/4/2023 5:01,,,1945,11,30,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Divorced,2,"Master of Business Administration, Fundacao Getulio Vargas; Bachelor of Arts/Science, Universidade de Sao Paulo",1,1,0,0,0
1668,1800,Food & Beverage,Christopher Goldsbury,80,United States,San Antonio,Salsa,Food & Beverage,United States,Silver Ventures,FALSE,E,M,1/1/1943 0:00,Goldsbury,Christopher,Chief Executive Officer,4/4/2023 5:01,Texas,South,1943,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,1,"Bachelor of Arts/Science, Trinity University",1,0,0,0,0
1669,1800,Healthcare,Yusuf Hamied,86,India,Mumbai,Pharmaceuticals,Healthcare,India,,FALSE,D,M,7/26/1936 0:00,Hamied,Yusuf,,4/4/2023 5:01,,,1936,7,26,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,,"Doctorate, University of Cambridge",0,0,1,0,0
1670,1800,Finance & Investments,Brian Higgins,58,United States,New York,Hedge funds,Finance & Investments,United States,King Street Capital Management,TRUE,E,M,2/8/1965 0:00,Higgins,Brian,Investor,4/4/2023 5:01,New York,Northeast,1965,2,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,"Bachelor of Arts/Science, Villanova University",1,0,0,0,1
1671,1800,Real Estate,Wei Huang,63,China,Hangzhou,Real estate,Real Estate,China,,TRUE,U,M,9/30/1959 0:00,Huang,Wei,,4/4/2023 5:01,,,1959,9,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Bachelor of Arts/Science, Wenzhou Normal College",1,0,0,0,1
1672,1800,Automotive,Yintai Jiang & family,72,China,Shanghai,Auto parts,Automotive,China,,TRUE,U,M,7/30/1950 0:00,Jiang,Yintai,,4/4/2023 5:01,,,1950,7,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1673,1800,Healthcare,Lei Jin,57,China,Changchun,Pharmaceuticals,Healthcare,China,,TRUE,U,M,8/1/1965 0:00,Jin,Lei,,4/4/2023 5:01,,,1965,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1674,1800,Healthcare,Jin Lei & family,68,China,Beijing,Medical equipment,Healthcare,China,,TRUE,U,M,9/23/1954 0:00,Jin,Lei,,4/4/2023 5:01,,,1954,9,23,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1675,1800,Technology,Valentin Kipyatkov,46,Cyprus,Peyia,Software,Technology,Cyprus,,TRUE,D,M,6/5/1976 0:00,Kipyatkov,Valentin,,4/4/2023 5:01,,,1976,6,5,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,Married,1,"Master of Science, Saint Petersburg State University",0,1,0,0,1
1676,1800,Diversified,Koo Kwang-mo,45,South Korea,Seoul,LG,Diversified,South Korea,,FALSE,U,M,1/23/1978 0:00,Koo,Kwang-mo,,4/4/2023 5:01,,,1978,1,23,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Married,,"Bachelor of Arts/Science, Rochester Institute of Technology; Master, Stanford Graduate School of Business",1,1,0,0,0
1677,1800,Technology,George Kurtz,52,United States,Paradise Valley,Security software,Technology,United States,,TRUE,D,M,10/1/1970 0:00,Kurtz,George,,4/4/2023 5:01,Arizona,West,1970,10,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Bachelor of Science, Seton Hall University",1,0,0,0,1
1678,1800,Sports,Joe Lacob,67,United States,Atherton,Golden State Warriors,Sports,United States,,TRUE,U,M,1/10/1956 0:00,Lacob,Joe,,4/4/2023 5:01,California,West,1956,1,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,4,"Master of Business Administration, Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine",1,1,0,0,1
1679,1800,Technology,Joe Lau,33,United States,Stanford,"Blockchain, technology",Technology,United States,,TRUE,D,M,7/1/1989 0:00,Lau,Joe,,4/4/2023 5:01,California,West,1989,7,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Bachelor of Arts/Science, Stanford; Master of Arts/Science, Stanford",1,1,0,0,1
1680,1800,Diversified,Louise Lindh,43,Sweden,Stockholm,Investments,Diversified,Sweden,,FALSE,U,F,10/20/1979 0:00,Lindh,Louise,,4/4/2023 5:01,,,1979,10,20,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Married,,,,,,,0
1681,1800,Metals & Mining,Luo Yangyong & family,47,China,Panzhihua,Mining,Metals & Mining,China,,TRUE,D,M,6/2/1975 0:00,Luo,Yangyong,,4/4/2023 5:01,,,1975,6,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1682,1800,Media & Entertainment,Joao Roberto Marinho,69,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,,FALSE,D,M,9/16/1953 0:00,Marinho,Joao Roberto,,4/4/2023 5:01,,,1953,9,16,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,3,,,,,,0
1683,1800,Media & Entertainment,Jose Roberto Marinho,67,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,,FALSE,D,M,12/26/1955 0:00,Marinho,Jose Roberto,,4/4/2023 5:01,,,1955,12,26,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,5,,,,,,0
1684,1800,Media & Entertainment,Roberto Irineu Marinho,75,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,,FALSE,D,M,10/13/1947 0:00,Marinho,Roberto Irineu,,4/4/2023 5:01,,,1947,10,13,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,4,,,,,,0
1685,1800,Healthcare,Gary Michelson,74,United States,Los Angeles,Medical patents,Healthcare,United States,,TRUE,E,M,1/14/1949 0:00,Michelson,Gary,,4/4/2023 5:01,California,West,1949,1,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,1,"Medical Doctor, Hahnemann Medical College; Bachelor of Arts/Science, Temple University",1,0,0,0,1
1686,1800,Technology,Robert G. Miller,77,Canada,Montreal,Electronics components,Technology,Canada,Future Electronics,TRUE,E,M,7/3/1945 0:00,Miller,Robert G.,Founder,4/4/2023 5:01,,,1945,7,3,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,Divorced,2,"Bachelor of Arts/Science, Rider University",1,0,0,0,1
1687,1800,Real Estate,David Mindus,51,Sweden,Stockholm,Real estate,Real Estate,Sweden,,TRUE,D,M,1/26/1972 0:00,Mindus,David,,4/4/2023 5:01,,,1972,1,26,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Married,4,"Master of Business Administration, Stockholm University",0,1,0,0,1
1688,1800,Technology,Adriaan Mol,39,Netherlands,Amsterdam,Fintech,Technology,Netherlands,,TRUE,N,M,3/14/1984 0:00,Mol,Adriaan,,4/4/2023 5:01,,,1984,3,14,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,In Relationship,,,,,,,1
1689,1800,Real Estate,Mofatraj Munot,78,India,Mumbai,Real estate,Real Estate,India,,TRUE,U,M,10/4/1944 0:00,Munot,Mofatraj,,4/4/2023 5:01,,,1944,10,4,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Widowed,3,,,,,,1
1690,1800,Finance & Investments,Ezra Nahmad,77,Monaco,Monte Carlo,Art,Finance & Investments,Monaco,,FALSE,U,M,7/31/1945 0:00,Nahmad,Ezra,Investor,4/4/2023 5:01,,,1945,7,31,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158,Married,4,,,,,,0
1691,1800,Manufacturing,Satyanarayan Nuwal,70,India,Nagpur,Industrial explosives,Manufacturing,India,,TRUE,U,M,7/25/1952 0:00,Nuwal,Satyanarayan,,4/4/2023 5:01,,,1952,7,25,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,,,,,,1
1692,1800,Food & Beverage,Maike Oberwelland-Height,,,,Candy,Food & Beverage,Germany,,FALSE,Split Family Fortune,F,,Oberwelland-Height,Maike,,4/4/2023 5:01,,,,,,,,,,,,,,,,,Married,,,,,,,0
1693,1800,Diversified,Nihat Ozdemir,72,Turkey,Ankara,Diversified,Diversified,Turkey,,TRUE,D,M,4/5/1950 0:00,Ozdemir,Nihat,,4/4/2023 5:01,,,1950,4,5,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Widowed,2,,,,,,1
1694,1800,Technology,Benjamin Zhengmin Pan & family,53,China,Shenzhen,Electronics,Technology,China,,TRUE,D,M,12/1/1969 0:00,Pan,Benjamin Zhengmin,,4/4/2023 5:01,,,1969,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,Jiangsu Province Wujin Teacher School,0,0,0,0,1
1695,1800,Media & Entertainment,Pierre Karl Péladeau,61,Canada,Montreal,Media,Media & Entertainment,Canada,,FALSE,E,M,10/16/1961 0:00,Péladeau,Pierre Karl,,4/4/2023 5:01,,,1961,10,16,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,In Relationship,3,,,,,,0
1696,1800,Finance & Investments,Ronald Perelman,80,United States,New York,Leveraged buyouts,Finance & Investments,United States,,TRUE,D,M,1/1/1943 0:00,Perelman,Ronald,,4/4/2023 5:01,New York,Northeast,1943,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,8,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",1,1,0,0,1
1697,1800,Technology,Olivier Pomel,46,United States,New York,Cloud computing,Technology,France,Datadog,TRUE,D,M,3/26/1977 0:00,Pomel,Olivier,Cofounder,4/4/2023 5:01,New York,Northeast,1977,3,26,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Master, Ecole centrale de Paris",0,1,0,0,1
1698,1800,Media & Entertainment,Krit Ratanarak,76,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,,FALSE,E,M,4/19/1946 0:00,Ratanarak,Krit,,4/4/2023 5:01,,,1946,4,19,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Divorced,1,,,,,,0
1699,1800,Manufacturing,Vinod Saraf,70,India,Mumbai,Chemicals,Manufacturing,India,,TRUE,D,M,6/16/1952 0:00,Saraf,Vinod,,4/4/2023 5:01,,,1952,6,16,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Master of Business Administration, Birla Institute of Technology and Science (BITS) - Pilani",0,1,0,0,1
1700,1800,Technology,Karin Schick,,Germany,Gaildorf,Information technology,Technology,Germany,,FALSE,D,F,,Schick,Karin,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,,,,,,,,0
1701,1800,Metals & Mining,Anatoly Sedykh,58,Russia,Moscow,Steel pipes,Metals & Mining,Russia,,TRUE,R,M,11/28/1964 0:00,Sedykh,Anatoly,,4/4/2023 5:01,,,1964,11,28,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,2,"Master of Science in Engineering, Moscow Institute of Steel and Alloys",0,1,0,0,1
1702,1800,Food & Beverage,Genhuo Shao,57,China,Beijing,Agribusiness,Food & Beverage,China,,TRUE,D,M,7/29/1965 0:00,Shao,Genhuo,,4/4/2023 5:01,,,1965,7,29,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,"Doctorate, China Agricultural University; Bachelor of Arts/Science, Zhejiang University",1,0,1,0,1
1703,1800,Energy,Shen Xiqiang & family,75,China,Yixing,Chemical,Energy,China,,TRUE,D,M,3/2/1948 0:00,Shen,Xiqiang,,4/4/2023 5:01,,,1948,3,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1704,1800,Technology,S.D. Shibulal,68,India,Bangalore,Software services,Technology,India,,TRUE,D,M,3/1/1955 0:00,Shibulal,S.D.,,4/4/2023 5:01,,,1955,3,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Master of Science, Boston University",0,1,0,0,1
1705,1800,Fashion & Retail,Suh Kyung-bae,60,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,Amorepacific Corp. (New),FALSE,D,M,1/14/1963 0:00,Suh,Kyung-bae,Chairman,4/4/2023 5:01,,,1963,1,14,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Married,2,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Yonsei University",1,1,0,0,0
1706,1800,Food & Beverage,Bambang Sutantio,64,Indonesia,,Dairy & consumer products,Food & Beverage,Indonesia,,TRUE,U,M,12/26/1958 0:00,Sutantio,Bambang,,4/4/2023 5:01,,,1958,12,26,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,,3,,,,,,1
1707,1800,Manufacturing,Sze Man Bok,73,China,Jinjiang,Hygiene products,Manufacturing,China,,TRUE,D,M,1/1/1950 0:00,Sze,Man Bok,,4/4/2023 5:01,,,1950,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,,,,,,1
1708,1800,Logistics,Jim Thompson,83,Hong Kong,Hong Kong,Logistics,Logistics,United States,,TRUE,U,M,1/14/1940 0:00,Thompson,Jim,,4/4/2023 5:01,,,1940,1,14,,,,,,,,,,,,Married,2,"Bachelor of Arts/Science, San Jose State University",1,0,0,0,1
1709,1800,Manufacturing,Tran Dinh Long,62,Vietnam,Hanoi,Steel,Manufacturing,Vietnam,,TRUE,D,M,1/1/1961 0:00,Tran Dinh,Long,,4/4/2023 5:01,,,1961,1,1,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199,Married,,,,,,,1
1710,1800,Technology,Alan Trefler,67,United States,Brookline,Software,Technology,United States,,TRUE,D,M,3/10/1956 0:00,Trefler,Alan,,4/4/2023 5:01,Massachusetts,Northeast,1956,3,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, Dartmouth College",1,0,0,0,1
1711,1800,Finance & Investments,Riaz Valani,46,United States,Malibu,E-cigarettes,Finance & Investments,United States,,TRUE,D,M,9/1/1976 0:00,Valani,Riaz,,4/4/2023 5:01,California,West,1976,9,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,,,,,,1
1712,1800,Technology,Pieter van der Does,53,Netherlands,Amsterdam,Payments software,Technology,Netherlands,,TRUE,D,M,5/1/1969 0:00,van der Does,Pieter,,4/4/2023 5:01,,,1969,5,1,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,Married,,,,,,,1
1713,1800,Manufacturing,Martin Viessmann,69,Germany,Allendorf,Heating and cooling equipment,Manufacturing,Germany,,FALSE,D,M,10/10/1953 0:00,Viessmann,Martin,,4/4/2023 5:01,,,1953,10,10,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,Married,2,"Diploma, University of Erlangen",0,0,0,0,0
1714,1800,Technology,Nikil Viswanathan,35,United States,San Francisco,Blockchain technology,Technology,United States,,TRUE,D,M,10/16/1987 0:00,Viswanathan,Nikil,,4/4/2023 5:01,California,West,1987,10,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Single,,"Bachelor of Arts/Science, Stanford; Master of Arts/Science, Stanford",1,1,0,0,1
1715,1800,Media & Entertainment,Todd Wagner,62,United States,Dallas,Online media,Media & Entertainment,United States,,TRUE,D,M,8/2/1960 0:00,Wagner,Todd,,4/4/2023 5:01,Texas,South,1960,8,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,1,"Bachelor of Arts/Science, Indiana University; Doctor of Jurisprudence, University of Virginia",1,0,0,0,1
1716,1800,Technology,Evan Williams,51,United States,San Francisco,Twitter,Technology,United States,Twitter,TRUE,D,M,3/31/1972 0:00,Williams,Evan,Cofounder and Director,4/4/2023 5:01,California,West,1972,3,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"Drop Out, University of Nebraska Lincoln",0,0,0,1,1
1717,1800,Metals & Mining,Kie Chie Wong,75,Australia,Sydney,Investments,Metals & Mining,Malaysia,,FALSE,U,M,4/4/1948 0:00,Wong,Kie Chie,,4/4/2023 5:01,,,1948,4,4,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Married,2,,,,,,0
